               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.036493,            0.096035,          0.00016492,             0.97341,             0.97789,             0.96637,             0.39045,            0.036636,            0.030974,          0.00013978,            0.002377,            0.002377,            0.002377
                 156,            0.037698,             0.10255,          0.00018946,             0.97887,             0.98276,             0.97436,             0.40627,            0.036338,            0.030867,          0.00013853,           0.0023275,           0.0023275,           0.0023275
                 157,            0.037247,             0.10179,          0.00015737,             0.97543,             0.98047,             0.97076,             0.39861,            0.036662,            0.030979,          0.00013616,            0.002278,            0.002278,            0.002278
                 158,            0.038247,             0.10474,          0.00015665,             0.97286,             0.97644,             0.96415,             0.39186,            0.036356,            0.030826,           0.0001354,           0.0022285,           0.0022285,           0.0022285
                 159,             0.03672,            0.098895,          0.00017834,             0.97592,             0.97874,             0.96813,             0.39382,            0.036384,            0.030849,          0.00013051,            0.002179,            0.002179,            0.002179
                 160,            0.037541,             0.10594,           0.0001631,             0.97545,              0.9796,             0.96897,             0.39256,            0.035968,             0.03073,          0.00013707,           0.0021295,           0.0021295,           0.0021295
                 161,            0.037946,             0.10005,          0.00015786,             0.97025,             0.97421,             0.96181,             0.38756,            0.036267,             0.03087,          0.00013374,             0.00208,             0.00208,             0.00208
                 162,            0.037783,             0.10341,          0.00016672,             0.97337,             0.97587,              0.9674,             0.38839,            0.036693,            0.030959,          0.00013098,           0.0020305,           0.0020305,           0.0020305
                 163,             0.03702,            0.095465,          0.00014861,             0.97531,             0.97845,             0.97058,             0.40888,            0.036055,            0.030881,          0.00012773,            0.001981,            0.001981,            0.001981
                 164,              0.0371,              0.0985,          0.00017079,             0.97195,             0.97546,             0.96809,             0.39703,            0.036732,            0.031003,          0.00013339,           0.0019315,           0.0019315,           0.0019315
                 165,            0.037083,            0.096099,          0.00015277,             0.97543,             0.97845,             0.97058,              0.4029,            0.036287,            0.031147,          0.00012889,            0.001882,            0.001882,            0.001882
                 166,            0.038348,             0.10031,          0.00017573,             0.97654,             0.97845,             0.97101,             0.39739,            0.036088,            0.030863,          0.00013076,           0.0018325,           0.0018325,           0.0018325
                 167,            0.037637,             0.10523,          0.00016086,             0.97651,             0.98047,             0.97068,             0.40786,            0.035369,            0.030663,          0.00013158,            0.001783,            0.001783,            0.001783
                 168,            0.037541,             0.10311,          0.00016436,             0.97347,             0.97702,             0.96892,             0.39075,            0.036346,            0.030915,          0.00013048,           0.0017335,           0.0017335,           0.0017335
                 169,            0.036902,            0.098695,           0.0001624,             0.97434,             0.97817,             0.96881,             0.39437,            0.036097,            0.030912,          0.00012937,            0.001684,            0.001684,            0.001684
                 170,            0.036968,             0.10085,            0.000172,             0.97199,             0.97558,             0.96539,             0.38554,             0.03654,            0.030929,          0.00013285,           0.0016345,           0.0016345,           0.0016345
                 171,             0.03824,             0.10662,          0.00015427,             0.97981,             0.98276,             0.97409,             0.39987,            0.036089,            0.030821,          0.00013157,            0.001585,            0.001585,            0.001585
                 172,            0.037811,              0.1037,          0.00014955,             0.97739,             0.98125,             0.97284,             0.39655,            0.035823,            0.030761,          0.00013097,           0.0015355,           0.0015355,           0.0015355
                 173,            0.037697,             0.10167,          0.00015373,             0.97196,             0.97501,             0.96547,              0.3785,            0.036608,            0.031049,          0.00013271,            0.001486,            0.001486,            0.001486
                 174,            0.037597,             0.10876,          0.00015409,             0.97412,             0.97759,             0.96957,             0.39181,             0.03586,            0.030773,          0.00013377,           0.0014365,           0.0014365,           0.0014365
                 175,             0.03775,             0.10164,          0.00017306,             0.97347,             0.97616,             0.96641,             0.39214,            0.035894,            0.030946,          0.00013267,            0.001387,            0.001387,            0.001387
                 176,            0.037165,             0.10538,          0.00016112,             0.97546,             0.97845,              0.9714,              0.3995,            0.035613,            0.030952,          0.00013699,           0.0013375,           0.0013375,           0.0013375
                 177,            0.037273,             0.10173,           0.0001569,             0.97536,             0.97903,             0.97193,             0.39678,            0.036076,            0.030846,          0.00013273,            0.001288,            0.001288,            0.001288
                 178,            0.037258,             0.10643,          0.00015509,             0.98007,             0.98276,             0.97745,             0.41334,            0.034971,            0.030725,          0.00013122,           0.0012385,           0.0012385,           0.0012385
                 179,            0.037783,             0.10003,          0.00015004,             0.98083,             0.98453,             0.97996,             0.40877,            0.035504,            0.030866,           0.0001297,            0.001189,            0.001189,            0.001189
                 180,             0.03761,             0.10281,          0.00014583,             0.98081,             0.98382,             0.97991,             0.40812,            0.035305,            0.030679,          0.00013209,           0.0011395,           0.0011395,           0.0011395
                 181,            0.037007,            0.098507,           0.0001474,             0.97707,             0.97909,             0.97292,              0.3962,            0.035887,            0.030878,           0.0001278,             0.00109,             0.00109,             0.00109
                 182,            0.037255,             0.10128,          0.00014012,             0.97189,             0.97342,             0.96184,             0.38875,            0.035807,            0.030871,          0.00012932,           0.0010405,           0.0010405,           0.0010405
                 183,            0.036834,             0.10381,          0.00013766,             0.97331,             0.97587,             0.96673,             0.38369,            0.036068,            0.030997,           0.0001311,            0.000991,            0.000991,            0.000991
                 184,            0.036897,             0.10232,          0.00014941,              0.9797,             0.98334,              0.9767,             0.41202,            0.034977,            0.030649,          0.00012722,           0.0009415,           0.0009415,           0.0009415
                 185,            0.037065,             0.10261,          0.00015698,             0.97989,             0.98276,             0.97718,             0.40504,              0.0356,            0.030765,          0.00012962,            0.000892,            0.000892,            0.000892
                 186,            0.037267,             0.10013,          0.00015632,             0.98024,             0.98347,             0.97646,             0.41404,            0.034913,            0.030623,          0.00012628,           0.0008425,           0.0008425,           0.0008425
                 187,            0.037376,            0.099511,           0.0001676,             0.98053,              0.9838,             0.97659,             0.40873,             0.03556,            0.030678,          0.00012339,            0.000793,            0.000793,            0.000793
                 188,            0.038323,             0.10626,          0.00015287,             0.97739,             0.98097,             0.97433,             0.39209,            0.036352,              0.0309,          0.00012852,           0.0007435,           0.0007435,           0.0007435
                 189,            0.035934,             0.09906,          0.00015298,             0.97879,             0.98161,             0.97412,             0.41148,              0.0355,             0.03077,          0.00012633,            0.000694,            0.000694,            0.000694
                 190,            0.037383,            0.099185,          0.00014486,             0.97909,             0.98189,             0.97623,             0.39777,            0.036272,            0.031036,          0.00012821,           0.0006445,           0.0006445,           0.0006445
                 191,            0.036483,             0.10097,          0.00014176,             0.97665,              0.9796,             0.97291,             0.39963,            0.036083,            0.031067,          0.00012894,            0.000595,            0.000595,            0.000595
                 192,            0.036752,               0.101,          0.00014891,             0.97648,             0.97903,             0.96991,             0.38754,            0.036621,              0.0312,          0.00013222,           0.0005455,           0.0005455,           0.0005455
                 193,            0.036305,             0.09638,          0.00014617,             0.97853,             0.98184,             0.97511,             0.40308,            0.036006,            0.030956,          0.00012785,            0.000496,            0.000496,            0.000496
                 194,            0.036799,             0.10296,          0.00014425,             0.97839,             0.98075,             0.97433,             0.40627,            0.036218,            0.030924,           0.0001282,           0.0004465,           0.0004465,           0.0004465
                 195,             0.03741,            0.098926,          0.00014296,             0.98139,              0.9842,             0.97887,             0.41892,            0.035307,            0.030746,           0.0001241,            0.000397,            0.000397,            0.000397
                 196,            0.037606,              0.1001,          0.00015049,             0.97947,             0.98219,             0.97714,              0.4108,            0.035622,            0.030733,          0.00012443,           0.0003475,           0.0003475,           0.0003475
                 197,             0.03716,             0.10121,          0.00013935,             0.97795,              0.9812,             0.97485,             0.39837,            0.036013,            0.030772,          0.00012566,            0.000298,            0.000298,            0.000298
                 198,            0.037326,            0.099788,          0.00014621,             0.97593,             0.98047,             0.97293,             0.39591,            0.035745,            0.030748,          0.00012625,           0.0002485,           0.0002485,           0.0002485
                 199,            0.036801,            0.096159,          0.00014393,             0.97539,             0.97903,             0.97101,             0.38641,            0.036281,             0.03087,           0.0001257,            0.000199,            0.000199,            0.000199
